Time,Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [AND],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],British Virgin Islands [VGB],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],China [CHN],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [COD]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czech Republic [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Eswatini [SWZ],Ethiopia [ETH],Faroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Germany [DEU],Ghana [GHA],Gibraltar [GIB],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],India [IND],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMN],Israel [ISR],Italy [ITA],Jamaica [JAM],Japan [JPN],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. People's Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [XKX],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nauru [NRU],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],North Macedonia [MKD],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROU],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TLS],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkey [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United Kingdom [GBR],United States [USA],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],"Yemen, Rep. [YEM]",Zambia [ZMB],Zimbabwe [ZWE]
1998,19737770,3128530,30192750,56180,64140,15359600,73219,36063451,3108691,87280,18711000,7976789,7913000,290600,613697,122682818,269334,10071963,10203008,230248,6470275,60943,564378,8096761,3734338,1575827,169785253,19820,319135,8256786,10968722,6185564,412513,11600510,14723772,30155173,38330,3475485,7770053,146500,14977736,1241935000,38364307,515382,44849968,2951651,3803893,15589407,4532135,11038706,144472,908710,10294373,5304219,680465,70183,8214427,12198449,66200259,5797764,558496,2206439,1386156,979922,62507724,46094,800148,5153498,60186284,231562,1170061,1238124,4243607,82047195,18357159,29945,10720509,56100,102023,152274,11046215,7860772,1154372,753778,8174680,6220405,6543700,10266570,274047,1019483586,205724597,63971836,22114330,3712696,74936,5971000,56906744,2608874,126400000,4943975,15071640,30250488,81558,22536754,46286503,1966000,1831121,4769000,5144601,2410019,3693514,1997524,2517472,5196774,32306,3549331,424700,409620,14808791,10552345,22114647,268445,10360564,385287,50356,2496217,1160421,96056313,108206,2934339,31554,2355667,607662,28110447,16813946,45611220,1731635,10567,23057875,15707209,205279,3815000,4910642,10545720,116319763,2007523,52999,4431464,2251859,134843233,18409,2912318,5581767,5107840,25658070,74672009,38663481,10160196,3781101,551566,22507344,147670784,6962800,172839,26851,137855,19783301,9347777,7567745,78846,4381484,3927213,31240,5390516,1981629,390702,8235064,43682259,5661934,40223509,18564595,43225,153023,27388,107807,26015518,459838,8850974,7110001,15599588,6027395,31924201,61585103,866523,4632451,97036,1261699,9509862,61329665,4413477,18228,9332,22290787,50144500,2813214,58487141,275854000,3291053,24051000,177987,23288567,78115712,108537,16450306,9866474,11747079
1999,20170847,3108778,30623406,57049,64368,15866871,74674,36467218,3089020,89009,18926000,7992324,7982750,294063,636540,125189655,270455,10026738,10226419,238979,6664102,61285,577886,8257066,3743353,1610260,172318674,20026,326214,8210624,11282696,6267132,420456,11886464,15112598,30401286,40423,3558019,8053532,147553,15162801,1252735000,38999468,528853,45919615,3038432,3885428,16032573,4512597,11084673,139428,926049,10283860,5321799,699973,69828,8343288,12442109,67515591,5844834,581765,2237412,1390244,994105,64343008,46428,806302,5165474,60496708,236217,1199058,1277118,4157192,82100243,18812369,30526,10761698,56100,102429,153955,11311078,8054745,1177133,749676,8319070,6397140,6606500,10237530,277381,1038058154,208615171,64800875,22802061,3754786,75996,6125000,56916317,2632677,126631000,5031754,14928374,31098763,82969,22731470,46616677,1762000,1951642,4840400,5235339,2390482,3747762,2019732,2699708,5275921,32765,3524238,430475,418388,15282524,10854325,22661293,273522,10642937,387578,50418,2561584,1175267,97484823,107769,2929735,31836,2376228,606001,28455504,17244176,46181075,1763861,10449,23509971,15812088,209214,3835100,4991041,10929922,119260055,2017142,55633,4461913,2254898,138624625,18773,2971197,5716166,5216346,26078295,76325927,38660271,10217828,3800081,570486,22472040,147214776,7501238,173606,27141,139964,20194531,9568717,7540401,80410,4462374,3958723,31084,5396020,1983045,401592,8553595,44338551,5933884,40386875,18663293,43622,154988,28122,107763,26626512,465380,8857874,7143991,16013992,6119664,32682240,62298569,873138,4780455,97475,1263927,9613587,62287391,4466133,19069,9344,22952406,49674000,2966029,58682466,279040000,3308005,24311650,181259,23739835,79035871,108599,16921157,10140564,11822722
2000,20779957,3089027,31042238,57816,65390,16395477,76007,36870796,3069597,90866,19153000,8011566,8048600,298045,664610,127657862,271511,9979610,10251250,247310,6865946,61833,591014,8418270,3751176,1643333,174790339,20313,333166,8170172,11607951,6378871,428178,12155241,15513944,30685730,42305,3640421,8355654,148439,15342350,1262645000,39629965,542358,47105830,3127420,3962369,16454660,4468302,11126423,133860,943288,10255063,5339616,717577,69650,8471317,12681123,68831561,5887930,606180,2292413,1396985,1005432,66224809,46738,811011,5176209,60912500,240681,1228359,1317708,4077131,82211508,19278850,31081,10805808,56200,102837,155323,11589761,8240735,1201305,746718,8463802,6574510,6665000,10210971,281205,1056575548,211513822,65623397,23497589,3805174,76942,6289000,56942108,2654698,126843000,5122495,14883626,31964557,84405,22929078,47008111,1700000,2045123,4898400,5323701,2367550,3842774,2032805,2848447,5357893,33184,3499536,436300,427772,15766806,11148751,23194252,279396,10946448,390087,50754,2630217,1186873,98899845,107405,2923783,32148,2397417,604950,28793672,17711925,46719698,1794583,10335,23941099,15925513,213230,3857700,5069310,11331561,122283853,2026350,57453,4490967,2267973,142343583,19104,3030333,5847590,5323202,26459944,77991757,38258629,10289898,3810605,592467,22442971,146596869,7933688,174454,27460,142264,20663840,9797731,7516346,81131,4584570,4027887,30519,5388720,1988925,412665,8872250,44967713,6199396,40567864,18777606,44083,156737,28935,107787,27275019,470944,8872109,7184250,16410847,6216329,33499177,62952639,884366,4924406,97962,1267159,9708347,63240196,4516128,20171,9392,23650159,49176500,3134067,58892514,282162411,3319734,24650400,184964,24192449,79910411,108642,17409071,10415942,11881482
2001,21606992,3060173,31451513,58496,67344,16945753,77212,37275644,3050686,92892,19413000,8042293,8111200,302618,697550,130088709,272494,9928549,10286570,255068,7076728,62504,603643,8580244,3755514,1674674,177196051,20675,340037,8009142,11944589,6525546,435701,12405411,15928910,31020902,43934,3722016,8678049,149097,15516112,1271850000,40255956,555895,48428534,3217930,4034074,16853027,4299642,11164676,129047,960274,10216605,5358783,733019,69671,8598599,12914660,70152662,5927001,631662,2374721,1388115,1013608,68159422,46999,813923,5188008,61357432,244929,1258008,1360070,4014373,82349925,19756929,31604,10862132,56350,103242,156395,11871565,8417082,1227105,745206,8608810,6751912,6714300,10187576,284968,1075000094,214427419,66449111,24208178,3866243,77707,6439000,56974100,2674706,127149000,5217328,14858335,32848569,85844,23132982,47370164,1701154,2103273,4945100,5409584,2337170,3990999,2035738,2953928,5443249,33543,3470818,441525,437928,16260933,11432001,23709115,286309,11271603,393028,51411,2702405,1196287,100298152,107170,2917252,32474,2419594,607389,29126323,18221884,47225119,1823667,10219,24347113,16046180,217324,3880500,5145367,11751364,125394046,2034882,58319,4513751,2294959,145978408,19390,3089641,5974627,5428442,26799289,79672869,38248076,10362722,3818774,615013,22131970,145976482,8231150,175394,27818,144760,21202646,10036102,7503433,81202,4754069,4138012,30600,5378867,1992060,423949,9186719,45571272,6447791,40850412,18911727,44602,158184,29847,107893,27971077,476574,8895960,7229854,16766555,6318510,34385849,63539190,901214,5062571,98482,1271627,9793915,64192243,4564087,21578,9478,24388974,48662400,3302722,59119673,284968955,3325471,24964450,189209,24646471,80742500,108549,17918369,10692197,11923906
2002,22600774,3051010,31855110,59077,70048,17519418,78298,37681743,3033976,94992,19651400,8081957,8171950,307657,735140,132478077,273423,9865548,10332785,262387,7295400,62912,616025,8742822,3759389,1704637,179537523,21128,346777,7837161,12293097,6704118,442955,12637719,16357605,31360079,45347,3802129,9019226,149591,15684413,1280400000,40875363,569480,49871670,3310376,4100922,17231539,4302174,11199664,129205,976968,10196916,5375931,746947,69840,8724974,13143465,71485044,5962139,658388,2481059,1379350,1019054,70142090,47235,815257,5200598,61805266,248976,1288310,1404263,3978515,82488495,20246376,32097,10902022,56609,103636,157173,12147518,8586077,1254454,744789,8754148,6929267,6744100,10158608,287523,1093317187,217357790,67284801,24931922,3931947,78318,6570000,57059007,2692843,127445000,5317514,14858948,33751746,87308,23339453,47644736,1702310,2136991,4990700,5493247,2310173,4182205,2029832,3024727,5531097,33885,3443067,446175,448813,16765122,11713663,24208391,294185,11616890,395969,52368,2778097,1204621,101684764,107027,2910504,32804,2443261,609828,29454765,18764147,47702163,1851519,10102,24725625,16148929,221490,3948500,5219324,12189988,128596079,2020157,58412,4538159,2334860,149549695,19642,3149195,6098621,5531958,27100964,81365260,38230364,10419631,3823701,640872,21730496,145306497,8427061,176410,28175,147450,21805322,10283694,7496522,83723,4965770,4175950,30777,5376912,1994530,435434,9501335,46150913,6688225,41431558,19062476,45168,159392,30913,108095,28704786,482228,8924958,7284753,17084628,6426861,35334790,64069093,922699,5197040,99023,1277210,9871261,65145357,4610018,23230,9593,25167261,48202470,3478769,59370479,287625193,3326046,25271850,193927,25100407,81534406,108509,18443684,10971704,11954293
2003,23680871,3039616,32264159,59495,73180,18121477,79311,38087866,3017938,97016,19895400,8121423,8234100,313123,778708,134791598,274331,9796749,10376133,269428,7520556,63325,627840,8905820,3762179,1734387,181809244,21674,353295,7775327,12654624,6909161,449925,12856171,16800869,31644028,46624,3881185,9373913,150070,15849649,1288400000,41483872,583213,51425583,3406915,4164053,17599613,4303399,11229185,131897,993562,10193998,5390574,759639,70102,8850317,13369678,72826102,5994075,686670,2600972,1370720,1022796,72170581,47439,816078,5213014,62244880,252707,1319946,1449925,3951736,82534176,20750308,32556,10928070,56765,104003,157723,12415334,8753097,1283297,745142,8900108,7106323,6730800,10129552,289521,1111523146,220309473,68122947,25644503,3996521,78878,6689700,57313203,2709438,127718000,5434036,14909019,34678781,88840,23542434,47892330,1703466,2161626,5043300,5576640,2287955,4388378,2018355,3077055,5620545,34172,3415213,451630,460157,17279139,12000183,24698821,302681,11982692,398582,53465,2857150,1213370,103081020,106902,2902320,33144,2468765,612267,29782884,19331097,48148907,1879113,9990,25080880,16225302,225296,4027200,5292115,12647983,131900634,2026773,57954,4564855,2386164,153093371,19812,3209056,6223378,5632983,27372217,83051970,38204570,10458821,3826095,681791,21574326,144648618,8557160,177481,28561,150405,22456645,10541470,7480591,82781,5201074,4114826,31472,5373374,1995733,447016,9815412,46719203,6935665,42187645,19224036,45749,160530,32055,108322,29460517,487938,8958229,7339001,17415214,6541550,36337778,64549867,947110,5330629,99591,1283564,9945282,66089402,4655752,25008,9724,25980547,47812949,3711931,59647577,290107933,3323661,25567650,198960,25551624,82301650,108505,18985001,11256740,11982219
2004,24726689,3026939,32692153,59684,76250,18758138,80347,38491970,3000715,98744,20127400,8171966,8306500,318893,829846,136986429,275283,9730146,10421137,276516,7750003,63740,638809,9069044,3764194,1765533,184006479,22329,359434,7716860,13030576,7131688,456619,13066475,17259322,31940655,47899,3959883,9734761,150722,16014972,1296075000,42075953,597230,53068869,3510468,4225156,17970493,4304600,11250369,134192,1010410,10197101,5404523,771599,70387,8974444,13596390,74172073,6023801,716949,2719809,1362550,1026287,74239508,47600,817864,5228172,62704901,255995,1353788,1496524,3927340,82516260,21272328,32930,10955141,56911,104346,158094,12682108,8925729,1313492,745737,9047082,7282953,6783500,10107146,292074,1129623466,223285666,68951279,26313838,4070262,79515,6809000,57685327,2725017,127761000,5580241,15012984,35635267,90498,23732740,48082519,1704622,2200498,5104700,5662199,2263122,4569377,2005953,3135654,5710163,34444,3377075,458095,471600,17802992,12301837,25190647,311265,12369078,401268,54476,2939246,1221003,104514934,106624,2895147,33499,2496394,613353,30115196,19910549,48564489,1907737,9906,25419337,16281779,228750,4087500,5364930,13125914,135320420,2032544,57240,4591910,2445524,156664698,19861,3269356,6354247,5730556,27624226,84710544,38182222,10483861,3826878,753332,21451748,144067316,8680516,178597,28942,153736,23132686,10810086,7463157,82475,5433995,4166664,32488,5372280,1997012,458549,10130251,47291610,7213354,42921895,19387153,46323,161821,33187,108520,30214189,493680,8993531,7389625,17827827,6662391,37379766,64995303,971889,5467770,100214,1290115,10022278,67010930,4703396,26709,9871,26821300,47451626,4068577,59987905,292805298,3321486,25864350,204123,25996594,83062819,108466,19540096,11550641,12019911
2005,25654274,3011487,33149720,59557,78871,19433604,81462,38892924,2981262,100028,20394800,8227829,8391850,324848,889157,139035505,276320,9663915,10478617,283798,7982223,64154,648744,9232301,3765332,1799077,186127108,23106,365112,7658972,13421935,7364857,463034,13273355,17733408,32243753,49261,4038380,10096630,151674,16182713,1303720000,42647731,611625,54785894,3622775,4285504,18354513,4310145,11261586,137658,1027657,10211216,5419432,783248,70580,9097262,13825839,75523576,6052124,749527,2826653,1354775,1030575,76346310,47731,821606,5246096,63179356,258780,1390550,1543745,3902469,82469422,21814648,33222,10987314,56935,104658,158406,12948292,9109585,1344931,746156,9195289,7458982,6813200,10087065,296734,1147609924,226289468,69762345,26922279,4159914,80293,6930100,57969484,2740000,127773000,5765639,15147029,36624897,92319,23904167,48184561,1705780,2270196,5162600,5751675,2238799,4698761,1996115,3218114,5798615,34718,3322528,465158,482863,18336722,12625950,25690615,319604,12775509,403834,55257,3024198,1228254,106005199,106135,2888111,33842,2526429,614261,30455563,20493927,48949931,1938316,9848,25744500,16319868,232250,4133900,5438692,13624474,138865014,2036855,56547,4623291,2511254,160304007,19784,3330222,6494902,5824095,27866140,86326251,38165445,10503330,3821362,865410,21319685,143518814,8840220,179722,29324,157472,23816175,11090123,7440769,82858,5645629,4265762,33011,5372807,2000474,469918,10446856,47880595,7535931,43653155,19544988,46852,163408,34252,108617,30949514,499461,9029572,7437115,18361178,6789318,38450323,65416189,995130,5611643,100908,1296497,10106778,67903461,4754652,28181,9997,27684590,47105171,4588222,60401206,295516599,3321799,26167000,209282,26432445,83832662,108453,20107416,11856244,12076697
2006,26433058,2992547,33641007,59109,80995,20149905,82715,39289876,2958301,100830,20697900,8268641,8484550,331032,958423,140921154,277475,9604924,10547958,291338,8216893,64523,657404,9395449,3765422,1835911,188167353,24022,370262,7601022,13829173,7607850,469171,13477705,18223677,32571174,50729,4118075,10457122,152999,16354507,1311020000,43200901,626427,56578046,3745143,4345421,18754914,4311159,11261241,141239,1045508,10238905,5437272,794554,70718,9218681,14059379,76873670,6079395,784494,2918209,1346810,1036095,78489205,47793,827869,5266268,63621376,261007,1430144,1591444,3880347,82376451,22379057,33420,11020362,56774,104938,158649,13213330,9307421,1377582,746335,9344784,7634295,6857100,10071370,303782,1165486291,229318262,70554756,27448124,4273591,81283,7053700,58143979,2754414,127854000,5991547,15308085,37649039,94341,24054866,48438292,1719536,2373661,5218400,5846075,2218357,4759760,1989933,3329211,5886874,34975,3269909,472637,493804,18880265,12973693,26201954,327489,13203378,405308,55765,3111908,1233996,107560155,105374,2880095,34189,2558854,615025,30804689,21080108,49301049,1971318,9827,26066687,16346101,235750,4184600,5513757,14143969,142538305,2040228,55886,4660677,2580753,164022626,19545,3391673,6646891,5913212,28102055,87888675,38141267,10522288,3805214,1022704,21193760,143049637,9043342,180874,29694,161676,24498313,11382272,7411569,84600,5829240,4401365,33441,5373054,2006868,481086,10763904,48489464,7907407,44397319,19695977,47333,165378,35240,108602,31661824,505292,9080505,7483934,19059257,6922590,39548666,65812540,1016437,5762881,101714,1302552,10201211,68756809,4810114,29394,10118,28571475,46787786,5300172,60846820,298379912,3325403,26488250,214379,26850190,84617545,108369,20687648,12173518,12155496
2007,27100542,2970017,34166976,58367,82682,20905360,84029,39684303,2932615,101226,20827600,8295487,8581300,337387,1035924,142660381,278701,9560953,10625700,299031,8454790,64888,664873,9558438,3762791,1875458,190130445,25050,374967,7545338,14252029,7862226,475067,13679953,18730283,32889025,52280,4198004,10818031,154644,16530201,1317885000,43737512,641624,58453687,3876123,4404626,19171250,4310217,11251117,144056,1063708,10298828,5461438,805456,70797,9338856,14296554,78232124,6105810,821686,2996540,1340680,1042651,80674343,47825,836185,5288720,64016227,262717,1472565,1639846,3860158,82266372,22963946,33524,11048473,56555,105183,158848,13477017,9518159,1411545,746477,9495336,7808520,6916300,10055780,311566,1183209471,232374239,71336476,27911242,4398942,82406,7180100,58438310,2768229,128001000,6255290,15484192,38705934,96531,24188330,48683638,1733404,2504026,5268400,5944950,2200325,4767347,1986926,3461911,5974786,35217,3231294,479993,504504,19433520,13341808,26720367,335172,13651455,406724,56046,3202512,1239630,109170503,104442,2873429,34524,2593819,615875,31163670,21673319,49621479,2006516,9846,26382586,16381696,239250,4223800,5590066,14685404,146339971,2043559,55215,4709153,2657162,167808106,19159,3453671,6808503,5998430,28333050,89405482,38120560,10542964,3782995,1218441,20882982,142805114,9273759,182045,30068,166297,25184589,11687078,7381579,85033,5989641,4588599,33811,5374622,2018122,492133,11080122,49119766,8315144,45226803,19842044,47769,167644,36138,108516,32360619,511181,9148092,7551117,19878257,7062667,40681416,66182064,1036388,5920360,102577,1308450,10304729,69581854,4870142,30383,10219,29486335,46509355,6168846,61322463,301231207,3331753,26868000,219464,27247601,85419588,108337,21282514,12502958,12255920
2008,27722281,2947314,34730604,57490,83860,21695636,85394,40080159,2907615,101362,21249200,8321496,8763400,343680,1114645,144304164,279946,9527985,10709973,306822,8696915,65273,671611,9721457,3754261,1915636,192030362,26096,379418,7492561,14689725,8126104,480846,13883835,19252674,33247118,53835,4273368,11183589,156441,16708255,1324655000,44254972,657227,60411195,4011487,4463123,19605568,4309705,11236975,145880,1081568,10384603,5493621,816361,70829,9458079,14535740,79636081,6131767,860839,3062782,1337090,1049948,82916236,47822,845356,5313399,64374979,264064,1518538,1689288,3848449,82110097,23563832,33570,11077841,56328,105457,159037,13739299,9738796,1446936,746815,9646570,7980955,6957800,10038188,317414,1200669762,235469755,72120608,28385739,4489544,83515,7308800,58826731,2781869,128063000,6556473,15776938,39791984,98760,24310143,49054708,1747383,2656010,5318700,6046630,2177322,4764745,1987130,3607863,6058740,35469,3198231,488650,515232,19996476,13727899,27236003,343448,14113578,409379,56166,3296237,1244121,110815272,103549,2867964,34860,2631899,616969,31536807,22276596,49929642,2043382,9880,26666581,16445593,242750,4259800,5667436,15250913,150269622,2046898,54621,4768212,2750956,171648984,18708,3516204,6976200,6081296,28562321,90901967,38125759,10558177,3760866,1436670,20537875,142742366,9524532,183270,30434,171122,25888535,12004700,7350222,86956,6133599,4839396,33964,5379233,2021316,503366,11397188,49779472,8736932,45954106,19983984,48178,170011,36880,108401,33060844,517122,9219637,7647675,20664037,7209924,41853944,66530980,1055428,6083417,103384,1314449,10414425,70418612,4935765,31200,10315,30431734,46258189,7089486,61806995,304093966,3340221,27302800,224700,27635827,86243424,108397,21892149,12848531,12379553
2009,28394806,2927519,35333882,56675,84461,22514275,86743,40482786,2888094,101452,21691700,8343323,8947243,349600,1185075,145924795,281107,9504583,10796493,314655,8944713,65636,678329,9884790,3735945,1953495,193886505,27035,383902,7444443,15141098,8397661,486667,14093605,19789922,33628895,55321,4337623,11560142,158187,16886184,1331260000,44750054,673251,62448572,4145400,4520739,20059147,4305181,11226711,146833,1098089,10443936,5523095,827820,70848,9576736,14774412,81134789,6157678,901589,3119920,1334515,1057462,85233923,47814,853636,5338871,64707035,265256,1568925,1740277,3814419,81902307,24170943,33562,11107017,56323,105787,159232,14000190,9964470,1483920,747718,9798046,8150780,6972800,10022650,318499,1217726217,238620554,72924833,28973157,4535375,84379,7485600,59095365,2795839,128047000,6893258,16092822,40901798,100928,24428340,49307835,1761474,2821041,5383300,6148621,2141669,4813026,1990135,3754129,6133987,35723,3162916,497783,526401,20569115,14128161,27735038,353391,14581427,412477,56255,3393408,1247429,112463886,102971,2864346,35223,2673794,618294,31929087,22894718,50250366,2081039,9945,26883531,16530388,245950,4302600,5745538,15843131,154324939,2050671,54194,4828726,2876186,175525610,18290,3579215,7144774,6163970,28792663,92414161,38151603,10568247,3740410,1654944,20367487,142785349,9782770,184553,30825,175877,26630303,12335092,7320807,87298,6272735,4987573,34238,5386406,2039669,515182,11717691,50477013,9142258,46362946,20123508,48599,172223,37380,108293,33783779,523113,9298515,7743831,21205873,7364752,43073830,66866834,1074286,6250840,103897,1320921,10525691,71321406,5007953,31933,10413,31411096,46053331,7917368,62276270,306771529,3349676,27767400,230244,28031010,87092250,108404,22516464,13215142,12526964
2010,29185511,2913021,35977451,56084,84454,23356247,88030,40788453,2877314,101665,22031750,8363404,9054332,354936,1240864,147575433,282131,9483836,10895586,322465,9199254,65124,685502,10048597,3705478,1987106,195713637,27796,388634,7395599,15605211,8675606,492644,14312205,20341236,34004889,56672,4386765,11952134,159718,17062531,1337705000,45222699,689696,64563853,4273738,4577371,20532944,4295427,11225833,148703,1112617,10474410,5547683,840194,70877,9695117,15011114,82761244,6183877,943640,3170437,1331475,1064841,87639962,47803,859816,5363352,65027505,266449,1624146,1793199,3786695,81776930,24779614,33585,11121341,56905,106227,159439,14259687,10192168,1522603,749430,9949318,8317467,7024200,10000023,318041,1234281163,241834226,73762519,29741977,4560155,84856,7623600,59277417,2810464,128070000,7261541,16321872,42030684,102930,24548840,49554112,1775680,2991884,5447900,6249168,2097555,4953064,1995575,3891357,6197667,35996,3097282,506953,538215,21151640,14539609,28208028,365730,15049352,414508,56361,3494200,1250400,114092961,102916,2861487,35609,2719902,619428,32343384,23531567,50600827,2118877,10009,27013207,16615394,249750,4350700,5824058,16464025,158503203,2055004,53971,4889252,3041435,179424643,17954,3642691,7310512,6248017,29027680,93966784,38042794,10573100,3721525,1856329,20246871,142849468,10039338,185944,31221,180372,27421468,12678143,7291436,89770,6415636,5076732,34056,5391428,2048583,527861,12043886,51216967,9508372,46576897,20261738,49011,174092,37582,108260,34545014,529126,9378126,7824909,21362541,7527397,44346532,67195032,1093517,6421674,103981,1328144,10635245,72326992,5087211,32658,10521,32428164,45870741,8549998,62766365,309327143,3359273,28562400,236216,28439942,87967655,108357,23154854,13605986,12697728
2011,30117411,2905195,36661438,55755,83748,24220660,89250,41261490,2876536,102050,22340024,8391643,9173082,359583,1278153,149273134,282987,9461643,11038264,330236,9460829,64564,693297,10212951,3661173,2015406,197514541,28326,393687,7348328,16081915,8958406,498858,14541421,20906392,34339328,57877,4418639,12360986,160990,17233584,1345035000,45662747,706578,66755151,4394842,4633086,21028652,4280622,11236671,150831,1124837,10496088,5570572,853671,70912,9813219,15243885,84529251,6210567,986861,3213969,1327439,1072029,90139928,47815,863451,5388272,65342789,267702,1684629,1848142,3756441,80274983,25387713,33608,11104899,56890,106786,159690,14521515,10420459,1562996,752029,10100320,8480670,7071600,9971727,319014,1250287939,245115988,74634959,30725305,4580084,84889,7765800,59379449,2825932,127833000,7662858,16557202,43178270,104735,24673392,49936638,1791000,3168054,5514600,6347564,2059709,5202022,2003793,4017446,6247438,36299,3028115,518347,550833,21743970,14962118,28650962,380493,15514593,416268,56524,3598646,1252404,115695468,103448,2859833,36025,2770357,620079,32781860,24187500,50990612,2156698,10069,27041220,16693074,254350,4384000,5903035,17114770,162805080,2058539,54013,4953088,3251102,183340168,17748,3706479,7472196,6333981,29264314,95570049,38063255,10557560,3678732,2035862,20147528,142960908,10293333,187469,31655,184521,28267591,13033814,7234099,87441,6563238,5183688,33435,5398384,2052843,541522,12376305,52003759,9830695,46742697,20398496,49442,175538,37451,108315,35349676,535177,9449213,7912398,21081814,7697507,45673520,67518379,1113154,6595939,103558,1336180,10741872,73443254,5174076,33371,10626,33476772,45706086,8946778,63258810,311583481,3368926,29339400,242658,28887873,88871384,108290,23807586,14023199,12894323
